ID,Country ,Country Code,YEAR,Population,Electricity 
SLV2016,El Salvador,SLV,2016,6356143,96
NIC2017,Nicaragua,NIC,2017,6384855,86.8
SLV2017,El Salvador,SLV,2017,6388122,96.8
SLV2018,El Salvador,SLV,2018,6420744,100
SLV2019,El Salvador,SLV,2019,6453553,0
KGZ2019,Kyrgyz Republic,KGZ,2019,6456900,0
NIC2018,Nicaragua,NIC,2018,6465513,88.07795715
SLV2020,El Salvador,SLV,2020,6486000,0
LBY2016,Libya,LBY,2016,6492164,71.92141724
NIC2019,Nicaragua,NIC,2019,6545502,0
KGZ2020,Kyrgyz Republic,KGZ,2020,6565000,0
LBY2017,Libya,LBY,2017,6580724,70.42612457
NIC2020,Nicaragua,NIC,2020,6625000,0
LBY2018,Libya,LBY,2018,6678567,67
LBN2016,Lebanon,LBN,2016,6711121,100
LBY2019,Libya,LBY,2019,6777452,0
PRY2016,Paraguay,PRY,2016,6777872,98.4
LBN2017,Lebanon,LBN,2017,6811873,100
LBN2020,Lebanon,LBN,2020,6825000,0
LAO2016,Lao PDR,LAO,2016,6845846,90.75510406
LBN2018,Lebanon,LBN,2018,6848925,100
LBN2019,Lebanon,LBN,2019,6855713,0
PRY2017,Paraguay,PRY,2017,6867062,99.3
LBY2020,Libya,LBY,2020,6871000,0
SRB2020,Serbia,SRB,2020,6911000,0
BGR2020,Bulgaria,BGR,2020,6923000,0
SRB2019,Serbia,SRB,2019,6944975,0
LAO2017,Lao PDR,LAO,2017,6953035,93.6
PRY2018,Paraguay,PRY,2018,6956071,100
BGR2019,Bulgaria,BGR,2019,6975761,0
SRB2018,Serbia,SRB,2018,6982604,100
SRB2017,Serbia,SRB,2017,7020858,100
BGR2018,Bulgaria,BGR,2018,7025037,100
PRY2019,Paraguay,PRY,2019,7044636,0
SRB2016,Serbia,SRB,2016,7058322,100
LAO2018,Lao PDR,LAO,2018,7061507,97.91982269
BGR2017,Bulgaria,BGR,2017,7075947,100
BGR2016,Bulgaria,BGR,2016,7127822,100
PRY2020,Paraguay,PRY,2020,7133000,0
LAO2019,Lao PDR,LAO,2019,7169455,0
CSS2016,Caribbean small states,CSS,2016,7269385,97.10167549
LAO2020,Lao PDR,LAO,2020,7276000,0
CSS2017,Caribbean small states,CSS,2017,7314986,97.76741781
SLE2016,Sierra Leone,SLE,2016,7328838,20.3
HKG2016,"Hong Kong SAR, China",HKG,2016,7336600,100
CSS2018,Caribbean small states,CSS,2018,7358958,98.40160227
HKG2017,"Hong Kong SAR, China",HKG,2017,7391700,100
CSS2019,Caribbean small states,CSS,2019,7401383,0
CSS2020,Caribbean small states,CSS,2020,7443000,0
HKG2018,"Hong Kong SAR, China",HKG,2018,7451000,100
SLE2017,Sierra Leone,SLE,2017,7488431,23.4
HKG2019,"Hong Kong SAR, China",HKG,2019,7507400,0
TGO2016,Togo,TGO,2016,7509952,47.41503525
HKG2020,"Hong Kong SAR, China",HKG,2020,7560000,0
SLE2018,Sierra Leone,SLE,2018,7650154,26.1
TGO2017,Togo,TGO,2017,7698475,48
SLE2019,Sierra Leone,SLE,2019,7813215,0
TGO2018,Togo,TGO,2018,7889094,51.34528351
SLE2020,Sierra Leone,SLE,2020,7977000,0
TGO2019,Togo,TGO,2019,8082366,0
PNG2016,Papua New Guinea,PNG,2016,8271760,49.4
TGO2020,Togo,TGO,2020,8279000,0
CHE2016,Switzerland,CHE,2016,8373338,100
PNG2017,Papua New Guinea,PNG,2017,8438029,54.4
CHE2017,Switzerland,CHE,2017,8451840,100
CHE2018,Switzerland,CHE,2018,8514329,100
ISR2016,Israel,ISR,2016,8546000,100
CHE2019,Switzerland,CHE,2019,8574832,0
PNG2018,Papua New Guinea,PNG,2018,8606316,58.96735764
CHE2020,Switzerland,CHE,2020,8633000,0
TJK2016,Tajikistan,TJK,2016,8663579,99.24816132
ISR2017,Israel,ISR,2017,8713300,100
AUT2016,Austria,AUT,2016,8736668,100
PNG2019,Papua New Guinea,PNG,2019,8776109,0
AUT2017,Austria,AUT,2017,8797566,100
AUT2018,Austria,AUT,2018,8840521,100
AUT2019,Austria,AUT,2019,8877067,0
TJK2017,Tajikistan,TJK,2017,8880268,99.3
ISR2018,Israel,ISR,2018,8882800,100
AUT2020,Austria,AUT,2020,8912000,0
PNG2020,Papua New Guinea,PNG,2020,8947000,0
ISR2019,Israel,ISR,2019,9053300,0
TJK2018,Tajikistan,TJK,2018,9100837,99.3
ISR2020,Israel,ISR,2020,9197000,0
HND2016,Honduras,HND,2016,9270795,91.6
TJK2019,Tajikistan,TJK,2019,9321018,0
ARE2016,United Arab Emirates,ARE,2016,9360980,100
HND2017,Honduras,HND,2017,9429013,86.5
BLR2020,Belarus,BLR,2020,9459000,0
BLR2019,Belarus,BLR,2019,9466856,0
BLR2018,Belarus,BLR,2018,9483499,100
ARE2017,United Arab Emirates,ARE,2017,9487203,100
BLR2017,Belarus,BLR,2017,9498264,100
BLR2016,Belarus,BLR,2016,9501534,100
TJK2020,Tajikistan,TJK,2020,9538000,0
JOR2016,Jordan,JOR,2016,9551467,99.92923737
HND2018,Honduras,HND,2018,9587522,91.88720703
ARE2018,United Arab Emirates,ARE,2018,9630959,100
HUN2020,Hungary,HUN,2020,9741000,0
HND2019,Honduras,HND,2019,9746117,0
AZE2016,Azerbaijan,AZE,2016,9757812,100
HUN2019,Hungary,HUN,2019,9769949,0
ARE2019,United Arab Emirates,ARE,2019,9770529,0
HUN2018,Hungary,HUN,2018,9775564,100
JOR2017,Jordan,JOR,2017,9779173,100
HUN2017,Hungary,HUN,2017,9787966,100
HUN2016,Hungary,HUN,2016,9814023,100
AZE2017,Azerbaijan,AZE,2017,9854033,100
ARE2020,United Arab Emirates,ARE,2020,9890000,0
HND2020,Honduras,HND,2020,9905000,0
SWE2016,Sweden,SWE,2016,9923085,100
AZE2018,Azerbaijan,AZE,2018,9939771,100
JOR2018,Jordan,JOR,2018,9956011,99.9
AZE2019,Azerbaijan,AZE,2019,10023318,0
SWE2017,Sweden,SWE,2017,10057698,100
JOR2019,Jordan,JOR,2019,10101694,0
AZE2020,Azerbaijan,AZE,2020,10112000,0
SWE2018,Sweden,SWE,2018,10175214,100
JOR2020,Jordan,JOR,2020,10203000,0
PRT2020,Portugal,PRT,2020,10237000,0
PRT2019,Portugal,PRT,2019,10269417,0
PRT2018,Portugal,PRT,2018,10283822,100
SWE2019,Sweden,SWE,2019,10285453,0
PRT2017,Portugal,PRT,2017,10300300,100
PRT2016,Portugal,PRT,2016,10325452,100
SWE2020,Sweden,SWE,2020,10346000,0
DOM2016,Dominican Republic,DOM,2016,10397743,98.9
BDI2016,Burundi,BDI,2016,10487998,9.637499809
DOM2017,Dominican Republic,DOM,2017,10513131,100
CZE2016,Czech Republic,CZE,2016,10566332,100
CZE2017,Czech Republic,CZE,2017,10594438,100
DOM2018,Dominican Republic,DOM,2018,10627165,100
CZE2018,Czech Republic,CZE,2018,10629928,100
GRC2020,Greece,GRC,2020,10657000,0
CZE2019,Czech Republic,CZE,2019,10669709,0
CZE2020,Czech Republic,CZE,2020,10688000,0
GRC2019,Greece,GRC,2019,10716322,0
GRC2018,Greece,GRC,2018,10732882,100
DOM2019,Dominican Republic,DOM,2019,10738958,0
GRC2017,Greece,GRC,2017,10754679,100
GRC2016,Greece,GRC,2016,10775971,100
BDI2017,Burundi,BDI,2017,10827024,9.3
SSD2016,South Sudan,SSD,2016,10832512,21.87245178
HTI2016,Haiti,HTI,2016,10839970,40.4
DOM2020,Dominican Republic,DOM,2020,10848000,0
BEN2016,Benin,BEN,2016,10872067,38.97025299
SSD2017,South Sudan,SSD,2017,10910759,25.11744118
SSD2018,South Sudan,SSD,2018,10975920,28.20185661
HTI2017,Haiti,HTI,2017,10982366,43.8
BOL2016,Bolivia,BOL,2016,11031813,91.8
SSD2019,South Sudan,SSD,2019,11062113,0
HTI2018,Haiti,HTI,2018,11123176,45.27788925
BEN2017,Benin,BEN,2017,11175204,34.5
BDI2018,Burundi,BDI,2018,11175378,11.02425194
BOL2017,Bolivia,BOL,2017,11192854,91.8
SSD2020,South Sudan,SSD,2020,11194000,0
HTI2019,Haiti,HTI,2019,11263077,0
TUN2016,Tunisia,TUN,2016,11303946,100
CUB2020,Cuba,CUB,2020,11327000,0
BEL2016,Belgium,BEL,2016,11331422,100
CUB2019,Cuba,CUB,2019,11333483,0
CUB2016,Cuba,CUB,2016,11335109,99.85346222
CUB2018,Cuba,CUB,2018,11338138,100
CUB2017,Cuba,CUB,2017,11339259,99.92835236
BOL2018,Bolivia,BOL,2018,11353142,95.5853653
BEL2017,Belgium,BEL,2017,11375158,100
HTI2020,Haiti,HTI,2020,11403000,0
BEL2018,Belgium,BEL,2018,11427054,100
TUN2017,Tunisia,TUN,2017,11433443,100
BEL2019,Belgium,BEL,2019,11484055,0
BEN2018,Benin,BEN,2018,11485048,41.52923965
BOL2019,Bolivia,BOL,2019,11513100,0
BEL2020,Belgium,BEL,2020,11525000,0
BDI2019,Burundi,BDI,2019,11530580,0
TUN2018,Tunisia,TUN,2018,11565204,99.8
RWA2016,Rwanda,RWA,2016,11668818,29.37
BOL2020,Bolivia,BOL,2020,11673000,0
TUN2019,Tunisia,TUN,2019,11694719,0
GIN2016,Guinea,GIN,2016,11738441,33.5
BEN2019,Benin,BEN,2019,11801151,0
TUN2020,Tunisia,TUN,2020,11819000,0
BDI2020,Burundi,BDI,2020,11891000,0
RWA2017,Rwanda,RWA,2017,11980937,34.1
GIN2017,Guinea,GIN,2017,12067539,35.4
BEN2020,Benin,BEN,2020,12123000,0
RWA2018,Rwanda,RWA,2018,12301939,34.71657181
GIN2018,Guinea,GIN,2018,12414318,44
RWA2019,Rwanda,RWA,2019,12626950,0
GIN2019,Guinea,GIN,2019,12771246,0
RWA2020,Rwanda,RWA,2020,12952000,0
GIN2020,Guinea,GIN,2020,13133000,0
ZWE2016,Zimbabwe,ZWE,2016,14030390,39.92399216
SOM2016,Somalia,SOM,2016,14185613,31.56941414
ZWE2017,Zimbabwe,ZWE,2017,14236745,40.48204803
ZWE2018,Zimbabwe,ZWE,2018,14439018,41.04158401
TCD2016,Chad,TCD,2016,14561666,10.41574097
SOM2017,Somalia,SOM,2017,14589119,33.41173553
ZWE2019,Zimbabwe,ZWE,2019,14645468,0
ZWE2020,Zimbabwe,ZWE,2020,14863000,0
SEN2016,Senegal,SEN,2016,14993528,64.5
SOM2018,Somalia,SOM,2018,15008154,35.25553513
TCD2017,Chad,TCD,2017,15016773,10.9
SEN2017,Senegal,SEN,2017,15419381,61.7
SOM2019,Somalia,SOM,2019,15442905,0
TCD2018,Chad,TCD,2018,15477751,11.75935555
KHM2016,Cambodia,KHM,2016,15766293,76.60250092
GTM2016,Guatemala,GTM,2016,15827690,91.91514587
SEN2018,Senegal,SEN,2018,15854360,66.95944977
SOM2020,Somalia,SOM,2020,15893000,0
TCD2019,Chad,TCD,2019,15946876,0
KHM2017,Cambodia,KHM,2017,16009414,89.07
GTM2017,Guatemala,GTM,2017,16087418,93.3
KHM2018,Cambodia,KHM,2018,16249798,91.55067444
SEN2019,Senegal,SEN,2019,16296364,0
GTM2018,Guatemala,GTM,2018,16346950,94.69546509
ZMB2016,Zambia,ZMB,2016,16363507,35.30733871
TCD2020,Chad,TCD,2020,16426000,0
KHM2019,Cambodia,KHM,2019,16486542,0
ECU2016,Ecuador,ECU,2016,16491115,98.7
GTM2019,Guatemala,GTM,2019,16604026,0
KHM2020,Cambodia,KHM,2020,16719000,0
SEN2020,Senegal,SEN,2020,16744000,0
ECU2017,Ecuador,ECU,2017,16785361,99.2
ZMB2017,Zambia,ZMB,2017,16853688,40.3
SYR2018,Syrian Arab Republic,SYR,2018,16906283,86
GTM2020,Guatemala,GTM,2020,16918000,0
NLD2016,Netherlands,NLD,2016,17030314,100
SYR2017,Syrian Arab Republic,SYR,2017,17068002,89.69814301
SYR2019,Syrian Arab Republic,SYR,2019,17070135,0
ECU2018,Ecuador,ECU,2018,17084357,100
NLD2017,Netherlands,NLD,2017,17131296,100
MWI2016,Malawi,MWI,2016,17205289,11
NLD2018,Netherlands,NLD,2018,17231624,100
NLD2019,Netherlands,NLD,2019,17332850,0
ZMB2018,Zambia,ZMB,2018,17351822,39.81262207
NLD2020,Netherlands,NLD,2020,17368000,0
ECU2019,Ecuador,ECU,2019,17373662,0
SYR2016,Syrian Arab Republic,SYR,2016,17453933,89.75059509
SYR2020,Syrian Arab Republic,SYR,2020,17501000,0
ECU2020,Ecuador,ECU,2020,17643000,0
MWI2017,Malawi,MWI,2017,17670260,12.7
KAZ2016,Kazakhstan,KAZ,2016,17794055,100
ZMB2019,Zambia,ZMB,2019,17861030,0
MLI2016,Mali,MLI,2016,17965429,41.23777771
KAZ2017,Kazakhstan,KAZ,2017,18037776,100
MWI2018,Malawi,MWI,2018,18143315,18.02
CHL2016,Chile,CHL,2016,18209068,100
KAZ2018,Kazakhstan,KAZ,2018,18276498.5,100
ZMB2020,Zambia,ZMB,2020,18384000,0
CHL2017,Chile,CHL,2017,18470439,100
MLI2017,Mali,MLI,2017,18512394,43.1
KAZ2019,Kazakhstan,KAZ,2019,18513930,0
MWI2019,Malawi,MWI,2019,18628747,0
BFA2016,Burkina Faso,BFA,2016,18646378,16.8605938
CHL2018,Chile,CHL,2018,18729160,100
KAZ2020,Kazakhstan,KAZ,2020,18733000,0
CHL2019,Chile,CHL,2019,18952038,0
MLI2018,Mali,MLI,2018,19077690,50.9
CHL2020,Chile,CHL,2020,19116000,0
MWI2020,Malawi,MWI,2020,19130000,0
BFA2017,Burkina Faso,BFA,2017,19193284,17.50648117
ROU2020,Romania,ROU,2020,19238000,0
ROU2019,Romania,ROU,2019,19356544,0
ROU2018,Romania,ROU,2018,19472545,100
ROU2017,Romania,ROU,2017,19587290,100
MLI2019,Mali,MLI,2019,19658031,0
ROU2016,Romania,ROU,2016,19702267,99.1
BFA2018,Burkina Faso,BFA,2018,19751535,14.4
MLI2020,Mali,MLI,2020,20251000,0
BFA2019,Burkina Faso,BFA,2019,20321378,0
NER2016,Niger,NER,2016,20788838,17.49469376
BFA2020,Burkina Faso,BFA,2020,20903000,0
LKA2016,Sri Lanka,LKA,2016,21203000,97.5
LKA2017,Sri Lanka,LKA,2017,21444000,97.5
NER2017,Niger,NER,2017,21602472,18.18092918
LKA2018,Sri Lanka,LKA,2018,21670000,99.58340454
LKA2019,Sri Lanka,LKA,2019,21803000,0
LKA2020,Sri Lanka,LKA,2020,21898000,0
NER2018,Niger,NER,2018,22442948,17.6
NER2019,Niger,NER,2019,23310715,0
CIV2016,Cote d'Ivoire,CIV,2016,23822714,64.3
CMR2016,Cameroon,CMR,2016,23926539,60.0260849
AUS2016,Australia,AUS,2016,24190907,100
NER2020,Niger,NER,2020,24207000,0
CIV2017,Cote d'Ivoire,CIV,2017,24437469,65.6
CMR2017,Cameroon,CMR,2017,24566045,61.34233475
AUS2017,Australia,AUS,2017,24601860,100
MDG2016,Madagascar,MDG,2016,24894380,22.9
AUS2018,Australia,AUS,2018,24982688,100
CIV2018,Cote d'Ivoire,CIV,2018,25069229,66.99118042
CMR2018,Cameroon,CMR,2018,25216237,62.66007233
PRK2016,"Korea, Dem. People’s Rep.",PRK,2016,25307744,43.60939789
AUS2019,Australia,AUS,2019,25364307,0
PRK2017,"Korea, Dem. People’s Rep.",PRK,2017,25429985,46.04936981
PRK2018,"Korea, Dem. People’s Rep.",PRK,2018,25549819,48.49082565
MDG2017,Madagascar,MDG,2017,25570540,24.1
AUS2020,Australia,AUS,2020,25651000,0
PRK2019,"Korea, Dem. People’s Rep.",PRK,2019,25666161,0
CIV2019,Cote d'Ivoire,CIV,2019,25716544,0
PRK2020,"Korea, Dem. People’s Rep.",PRK,2020,25779000,0
CMR2019,Cameroon,CMR,2019,25876380,0
MDG2018,Madagascar,MDG,2018,26262368,25.90781212
CIV2020,Cote d'Ivoire,CIV,2020,26378000,0
CMR2020,Cameroon,CMR,2020,26546000,0
MDG2019,Madagascar,MDG,2019,26969307,0
YEM2016,"Yemen, Rep.",YEM,2016,27168210,70.8562851
NPL2016,Nepal,NPL,2016,27261131,90.7
NPL2017,Nepal,NPL,2017,27627124,92.41319275
MDG2020,Madagascar,MDG,2020,27691000,0
MOZ2016,Mozambique,MOZ,2016,27829942,27.71867561
YEM2017,"Yemen, Rep.",YEM,2017,27834821,79.2
NPL2018,Nepal,NPL,2018,28087871,93.92
VEN2020,"Venezuela, RB",VEN,2020,28436000,0
GHA2016,Ghana,GHA,2016,28481946,79.3
YEM2018,"Yemen, Rep.",YEM,2018,28498687,62
VEN2019,"Venezuela, RB",VEN,2019,28515829,0
NPL2019,Nepal,NPL,2019,28608710,0
MOZ2017,Mozambique,MOZ,2017,28649007,29.2663784
AGO2016,Angola,AGO,2016,28842484,40.66801834
VEN2018,"Venezuela, RB",VEN,2018,28870195,100
GHA2017,Ghana,GHA,2017,29121471,79
NPL2020,Nepal,NPL,2020,29137000,0
YEM2019,"Yemen, Rep.",YEM,2019,29161922,0
VEN2017,"Venezuela, RB",VEN,2017,29390409,99.2
MOZ2018,Mozambique,MOZ,2018,29495962,31.1
OSS2016,Other small states,OSS,2016,29542879,74.13853052
GHA2018,Ghana,GHA,2018,29767108,82.39457703
AGO2017,Angola,AGO,2017,29816748,41.96289444
YEM2020,"Yemen, Rep.",YEM,2020,29826000,0
VEN2016,"Venezuela, RB",VEN,2016,29846179,99.4
OSS2017,Other small states,OSS,2017,30148800,75.08701409
MOZ2019,Mozambique,MOZ,2019,30366036,0
GHA2019,Ghana,GHA,2019,30417856,0
MYS2016,Malaysia,MYS,2016,30684804,100
OSS2018,Other small states,OSS,2018,30760211,77.34628233
AGO2018,Angola,AGO,2018,30809762,43.25925827
PER2016,Peru,PER,2016,30926032,94.2
GHA2020,Ghana,GHA,2020,31073000,0
MYS2017,Malaysia,MYS,2017,31105028,100
MOZ2020,Mozambique,MOZ,2020,31255000,0
OSS2019,Other small states,OSS,2019,31360407,0
PER2017,Peru,PER,2017,31444297,94.8
MYS2018,Malaysia,MYS,2018,31528585,100
AGO2019,Angola,AGO,2019,31825295,0
UZB2016,Uzbekistan,UZB,2016,31847900,100
OSS2020,Other small states,OSS,2020,31915000,0
MYS2019,Malaysia,MYS,2019,31949777,0
PER2018,Peru,PER,2018,31989256,95.2
MYS2020,Malaysia,MYS,2020,32366000,0
UZB2017,Uzbekistan,UZB,2017,32388600,100
SAU2016,Saudi Arabia,SAU,2016,32442572,99.9
PER2019,Peru,PER,2019,32510453,0
AGO2020,Angola,AGO,2020,32866000,0
UZB2018,Uzbekistan,UZB,2018,32956100,100
PER2020,Peru,PER,2020,32972000,0
SAU2017,Saudi Arabia,SAU,2017,33099147,99.93
UZB2019,Uzbekistan,UZB,2019,33580650,0
SAU2018,Saudi Arabia,SAU,2018,33699947,100
UZB2020,Uzbekistan,UZB,2020,34074000,0
SAU2019,Saudi Arabia,SAU,2019,34268528,0
SAU2020,Saudi Arabia,SAU,2020,34814000,0
MAR2016,Morocco,MAR,2016,35126296,99.74356842
AFG2016,Afghanistan,AFG,2016,35383128,97.7
MAR2017,Morocco,MAR,2017,35581294,100
MAR2018,Morocco,MAR,2018,36029138,100
CAN2016,Canada,CAN,2016,36109487,100
AFG2017,Afghanistan,AFG,2017,36296400,97.7
MAR2019,Morocco,MAR,2019,36471769,0
CAN2017,Canada,CAN,2017,36543321,100
IRQ2016,Iraq,IRQ,2016,36610632,99.69425964
MAR2020,Morocco,MAR,2020,36911000,0
CAN2018,Canada,CAN,2018,37057765,100
AFG2018,Afghanistan,AFG,2018,37172386,98.71320343
IRQ2017,Iraq,IRQ,2017,37552781,99.90985107
CAN2019,Canada,CAN,2019,37589262,0
CAN2020,Canada,CAN,2020,37912000,0
POL2020,Poland,POL,2020,37919000,0
POL2016,Poland,POL,2016,37970087,100
POL2019,Poland,POL,2019,37970874,0
POL2018,Poland,POL,2018,37974750,100
POL2017,Poland,POL,2017,37974826,100
AFG2019,Afghanistan,AFG,2019,38041754,0
IRQ2018,Iraq,IRQ,2018,38433600,99.9
AFG2020,Afghanistan,AFG,2020,38928000,0
SST2016,Small states,SST,2016,39200571,78.8466753
IRQ2019,Iraq,IRQ,2019,39309783,0
UGA2016,Uganda,UGA,2016,39647506,26.7
SDN2016,Sudan,SDN,2016,39847440,53.04813766
SST2017,Small states,SST,2017,39885872,79.72521905
IRQ2020,Iraq,IRQ,2020,40222000,0
DZA2016,Algeria,DZA,2016,40551404,99.99005127
SST2018,Small states,SST,2018,40576536,81.6587557
SDN2017,Sudan,SDN,2017,40813396,56.5
UGA2017,Uganda,UGA,2017,41162465,31.82337379
SST2019,Small states,SST,2019,41255486,0
DZA2017,Algeria,DZA,2017,41389198,100
SDN2018,Sudan,SDN,2018,41801533,59.783535
SST2020,Small states,SST,2020,41888000,0
DZA2018,Algeria,DZA,2018,42228429,100
UGA2018,Uganda,UGA,2018,42723139,42.65
SDN2019,Sudan,SDN,2019,42813238,0
DZA2019,Algeria,DZA,2019,43053054,0
ARG2016,Argentina,ARG,2016,43590368,99.9591217
SDN2020,Sudan,SDN,2020,43849000,0
DZA2020,Algeria,DZA,2020,43851000,0
ARG2017,Argentina,ARG,2017,44044811,100
UKR2020,Ukraine,UKR,2020,44118000,0
UGA2019,Uganda,UGA,2019,44269594,0
UKR2019,Ukraine,UKR,2019,44385155,0
ARG2018,Argentina,ARG,2018,44494502,100
UKR2018,Ukraine,UKR,2018,44622518,100
UKR2017,Ukraine,UKR,2017,44831135,100
ARG2019,Argentina,ARG,2019,44938712,0
UKR2016,Ukraine,UKR,2016,45004674,100
ARG2020,Argentina,ARG,2020,45350000,0
UGA2020,Uganda,UGA,2020,45741000,0
ESP2016,Spain,ESP,2016,46484062,100
ESP2017,Spain,ESP,2017,46593236,100
ESP2018,Spain,ESP,2018,46797754,100
ESP2019,Spain,ESP,2019,47076781,0
ESP2020,Spain,ESP,2020,47077000,0
COL2016,Colombia,COL,2016,48175048,98.4
COL2017,Colombia,COL,2017,48909844,98.5
KEN2016,Kenya,KEN,2016,49051686,65.4
COL2018,Colombia,COL,2018,49661056,99.93644714
KEN2017,Kenya,KEN,2017,50221473,63.58908844
COL2019,Colombia,COL,2019,50339443,0
COL2020,Colombia,COL,2020,50883000,0
KOR2016,"Korea, Rep.",KOR,2016,51217803,100
KOR2017,"Korea, Rep.",KOR,2017,51361911,100
KEN2018,Kenya,KEN,2018,51393010,75
KOR2018,"Korea, Rep.",KOR,2018,51606633,100
KOR2019,"Korea, Rep.",KOR,2019,51709098,0
KOR2020,"Korea, Rep.",KOR,2020,51727000,0
KEN2019,Kenya,KEN,2019,52573973,0
MMR2016,Myanmar,MMR,2016,53045226,55.6
TZA2016,Tanzania,TZA,2016,53050790,32.8
MMR2017,Myanmar,MMR,2017,53382581,69.8148366
MMR2018,Myanmar,MMR,2018,53708395,66.26457214
KEN2020,Kenya,KEN,2020,53771000,0
MMR2019,Myanmar,MMR,2019,54045420,0
MMR2020,Myanmar,MMR,2020,54410000,0
TZA2017,Tanzania,TZA,2017,54663906,32.73287201
ZAF2016,South Africa,ZAF,2016,56203654,84.2
TZA2018,Tanzania,TZA,2018,56318348,35.55897903
ZAF2017,South Africa,ZAF,2017,57000451,84.4
ZAF2018,South Africa,ZAF,2018,57779622,91.22987366
TZA2019,Tanzania,TZA,2019,58005463,0
ZAF2019,South Africa,ZAF,2019,58558270,0
ZAF2020,South Africa,ZAF,2020,59309000,0
TZA2020,Tanzania,TZA,2020,59734000,0
ITA2020,Italy,ITA,2020,60172000,0
ITA2019,Italy,ITA,2019,60297396,0
ITA2018,Italy,ITA,2018,60421760,100
ITA2017,Italy,ITA,2017,60536709,100
ITA2016,Italy,ITA,2016,60627498,100
GBR2016,United Kingdom,GBR,2016,65611593,100
GBR2017,United Kingdom,GBR,2017,66058859,100
GBR2018,United Kingdom,GBR,2018,66460344,100
FRA2016,France,FRA,2016,66724104,100
GBR2019,United Kingdom,GBR,2019,66834405,0
FRA2017,France,FRA,2017,66864379,100
FRA2018,France,FRA,2018,66965912,100
FRA2019,France,FRA,2019,67059887,0
GBR2020,United Kingdom,GBR,2020,67156000,0
FRA2020,France,FRA,2020,67206000,0
THA2016,Thailand,THA,2016,68971331,100
THA2017,Thailand,THA,2017,69209858,99.9
THA2018,Thailand,THA,2018,69428524,100
THA2019,Thailand,THA,2019,69625582,0
THA2020,Thailand,THA,2020,69800000,0
COD2016,"Congo, Dem. Rep.",COD,2016,78789127,17.40341187
IRN2016,"Iran, Islamic Rep.",IRN,2016,79564016,100
TUR2016,Turkey,TUR,2016,79821724,100
IRN2017,"Iran, Islamic Rep.",IRN,2017,80673951,100
TUR2017,Turkey,TUR,2017,81101892,100
COD2017,"Congo, Dem. Rep.",COD,2017,81398764,18.22616386
IRN2018,"Iran, Islamic Rep.",IRN,2018,81800269,100
TUR2018,Turkey,TUR,2018,82319724,100
DEU2016,Germany,DEU,2016,82348669,100
DEU2017,Germany,DEU,2017,82657002,100
DEU2018,Germany,DEU,2018,82905782,100
IRN2019,"Iran, Islamic Rep.",IRN,2019,82913906,0
DEU2019,Germany,DEU,2019,83132799,0
DEU2020,Germany,DEU,2020,83191000,0
TUR2019,Turkey,TUR,2019,83429615,0
IRN2020,"Iran, Islamic Rep.",IRN,2020,83993000,0
COD2018,"Congo, Dem. Rep.",COD,2018,84068091,18.97766113
TUR2020,Turkey,TUR,2020,84339000,0
COD2019,"Congo, Dem. Rep.",COD,2019,86790567,0
COD2020,"Congo, Dem. Rep.",COD,2020,89561000,0
VNM2016,Vietnam,VNM,2016,93638724,99.2
EGY2016,"Egypt, Arab Rep.",EGY,2016,94447072,100
VNM2017,Vietnam,VNM,2017,94596642,100
VNM2018,Vietnam,VNM,2018,95540395,100
EGY2017,"Egypt, Arab Rep.",EGY,2017,96442593,100
VNM2019,Vietnam,VNM,2019,96462106,0
VNM2020,Vietnam,VNM,2020,97339000,0
EGY2018,"Egypt, Arab Rep.",EGY,2018,98423595,100
EGY2019,"Egypt, Arab Rep.",EGY,2019,100388073,0
CEB2020,Central Europe and the Baltics,CEB,2020,102066000,0
EGY2020,"Egypt, Arab Rep.",EGY,2020,102334000,0
CEB2019,Central Europe and the Baltics,CEB,2019,102378579,0
CEB2018,Central Europe and the Baltics,CEB,2018,102537026,100
CEB2017,Central Europe and the Baltics,CEB,2017,102738653,100
CEB2016,Central Europe and the Baltics,CEB,2016,102994278,99.8278347
ETH2016,Ethiopia,ETH,2016,103603501,42.9
PHL2016,Philippines,PHL,2016,103663927,92.30308533
PHL2017,Philippines,PHL,2017,105173264,93
ETH2017,Ethiopia,ETH,2017,106400024,44.3
PHL2018,Philippines,PHL,2018,106651922,94.85723114
PHL2019,Philippines,PHL,2019,108116615,0
ETH2018,Ethiopia,ETH,2018,109224559,44.97995758
PHL2020,Philippines,PHL,2020,109581000,0
ETH2019,Ethiopia,ETH,2019,112078730,0
ETH2020,Ethiopia,ETH,2020,114964000,0
MEX2016,Mexico,MEX,2016,123333376,99.5
MEX2017,Mexico,MEX,2017,124777324,100
JPN2020,Japan,JPN,2020,125769000,0
MEX2018,Mexico,MEX,2018,126190788,100
JPN2019,Japan,JPN,2019,126264931,0
JPN2018,Japan,JPN,2018,126529100,100
JPN2017,Japan,JPN,2017,126785797,100
JPN2016,Japan,JPN,2016,126994511,100
MEX2019,Mexico,MEX,2019,127575529,0
MEX2020,Mexico,MEX,2020,128933000,0
RUS2016,Russian Federation,RUS,2016,144342396,100
RUS2020,Russian Federation,RUS,2020,144346000,0
RUS2019,Russian Federation,RUS,2019,144373535,0
RUS2018,Russian Federation,RUS,2018,144477860,100
RUS2017,Russian Federation,RUS,2017,144496740,100
BGD2016,Bangladesh,BGD,2016,157970840,75.92
