Indicator Name,Indicator Code,Economy Name,Economy Code,2020 [YR2020]
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Tunisia,TUN,0.89497447
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Turkey,TUR,0.882938147
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Turkmenistan,TKM,..
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Turks and Caicos Islands,TCA,..
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Tuvalu,TUV,0.75999999
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Uganda,UGA,0.70180434
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Ukraine,UKR,0.729095995
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,United Arab Emirates,ARE,0.931383967
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,United Kingdom,GBR,0.9196648
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,United States,USA,0.861651421
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Uruguay,URY,0.862380505
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Uzbekistan,UZB,0.831142128
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Vanuatu,VUT,0.849640489
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,"Venezuela, RB",VEN,..
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Vietnam,VNM,0.812533677
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Virgin Islands (U.S.),VIR,..
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,West Bank and Gaza,PSE,0.875229597
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,"Yemen, Rep.",YEM,0.780761361
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Zambia,ZMB,0.682770252
"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,Zimbabwe,ZWE,0.630772948
Survival Rate from Age 15-60,HD.HCI.AMRT,Afghanistan,AFG,0.787740827
Survival Rate from Age 15-60,HD.HCI.AMRT,Albania,ALB,0.929365993
Survival Rate from Age 15-60,HD.HCI.AMRT,Algeria,DZA,0.909282267
Survival Rate from Age 15-60,HD.HCI.AMRT,American Samoa,ASM,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Andorra,AND,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Angola,AGO,0.729358733
Survival Rate from Age 15-60,HD.HCI.AMRT,Antigua and Barbuda,ATG,0.897207558
Survival Rate from Age 15-60,HD.HCI.AMRT,Argentina,ARG,0.888269186
Survival Rate from Age 15-60,HD.HCI.AMRT,Armenia,ARM,0.885818601
Survival Rate from Age 15-60,HD.HCI.AMRT,Aruba,ABW,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Australia,AUS,0.946141779
Survival Rate from Age 15-60,HD.HCI.AMRT,Austria,AUT,0.937184393
Survival Rate from Age 15-60,HD.HCI.AMRT,Azerbaijan,AZE,0.881958127
Survival Rate from Age 15-60,HD.HCI.AMRT,"Bahamas, The",BHS,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Bahrain,BHR,0.934414566
Survival Rate from Age 15-60,HD.HCI.AMRT,Bangladesh,BGD,0.868512273
Survival Rate from Age 15-60,HD.HCI.AMRT,Barbados,BRB,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Belarus,BLR,0.853127122
Survival Rate from Age 15-60,HD.HCI.AMRT,Belgium,BEL,0.931235254
Survival Rate from Age 15-60,HD.HCI.AMRT,Belize,BLZ,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Benin,BEN,0.76826036
Survival Rate from Age 15-60,HD.HCI.AMRT,Bermuda,BMU,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Bhutan,BTN,0.806836605
Survival Rate from Age 15-60,HD.HCI.AMRT,Bolivia,BOL,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Bosnia and Herzegovina,BIH,0.913629889
Survival Rate from Age 15-60,HD.HCI.AMRT,Botswana,BWA,0.798841
Survival Rate from Age 15-60,HD.HCI.AMRT,Brazil,BRA,0.861382365
Survival Rate from Age 15-60,HD.HCI.AMRT,British Virgin Islands,VGB,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Brunei Darussalam,BRN,0.878938317
Survival Rate from Age 15-60,HD.HCI.AMRT,Bulgaria,BGR,0.866138518
Survival Rate from Age 15-60,HD.HCI.AMRT,Burkina Faso,BFA,0.76137054
Survival Rate from Age 15-60,HD.HCI.AMRT,Burundi,BDI,0.722941101
Survival Rate from Age 15-60,HD.HCI.AMRT,Cabo Verde,CPV,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Cambodia,KHM,0.837721884
Survival Rate from Age 15-60,HD.HCI.AMRT,Cameroon,CMR,0.704236269
Survival Rate from Age 15-60,HD.HCI.AMRT,Canada,CAN,0.939972162
Survival Rate from Age 15-60,HD.HCI.AMRT,Cayman Islands,CYM,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Central African Republic,CAF,0.591395438
Survival Rate from Age 15-60,HD.HCI.AMRT,Chad,TCD,0.646125257
Survival Rate from Age 15-60,HD.HCI.AMRT,Channel Islands,CHI,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Chile,CHL,0.917748094
Survival Rate from Age 15-60,HD.HCI.AMRT,China,CHN,0.923591137
Survival Rate from Age 15-60,HD.HCI.AMRT,Colombia,COL,0.886651099
Survival Rate from Age 15-60,HD.HCI.AMRT,Comoros,COM,0.781999648
Survival Rate from Age 15-60,HD.HCI.AMRT,"Congo, Dem. Rep.",COD,0.753556192
Survival Rate from Age 15-60,HD.HCI.AMRT,"Congo, Rep.",COG,0.742921948
Survival Rate from Age 15-60,HD.HCI.AMRT,Costa Rica,CRI,0.915990591
Survival Rate from Age 15-60,HD.HCI.AMRT,Cote d'Ivoire,CIV,0.660045505
Survival Rate from Age 15-60,HD.HCI.AMRT,Croatia,HRV,0.917376697
Survival Rate from Age 15-60,HD.HCI.AMRT,Cuba,CUB,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Curacao,CUW,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Cyprus,CYP,0.952006638
Survival Rate from Age 15-60,HD.HCI.AMRT,Czech Republic,CZE,0.922457218
Survival Rate from Age 15-60,HD.HCI.AMRT,Denmark,DNK,0.931700647
Survival Rate from Age 15-60,HD.HCI.AMRT,Djibouti,DJI,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Dominica,DMA,0.859372973
Survival Rate from Age 15-60,HD.HCI.AMRT,Dominican Republic,DOM,0.844707489
Survival Rate from Age 15-60,HD.HCI.AMRT,Ecuador,ECU,0.876447916
Survival Rate from Age 15-60,HD.HCI.AMRT,"Egypt, Arab Rep.",EGY,0.856793642
Survival Rate from Age 15-60,HD.HCI.AMRT,El Salvador,SLV,0.821133435
Survival Rate from Age 15-60,HD.HCI.AMRT,Equatorial Guinea,GNQ,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Eritrea,ERI,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Estonia,EST,0.89744544
Survival Rate from Age 15-60,HD.HCI.AMRT,Eswatini,SWZ,0.603710413
Survival Rate from Age 15-60,HD.HCI.AMRT,Ethiopia,ETH,0.792981684
Survival Rate from Age 15-60,HD.HCI.AMRT,Faroe Islands,FRO,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Fiji,FJI,0.783999324
Survival Rate from Age 15-60,HD.HCI.AMRT,Finland,FIN,0.930211067
Survival Rate from Age 15-60,HD.HCI.AMRT,France,FRA,0.926030695
Survival Rate from Age 15-60,HD.HCI.AMRT,French Polynesia,PYF,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Gabon,GAB,0.790453851
Survival Rate from Age 15-60,HD.HCI.AMRT,"Gambia, The",GMB,0.752527833
Survival Rate from Age 15-60,HD.HCI.AMRT,Georgia,GEO,0.85284555
Survival Rate from Age 15-60,HD.HCI.AMRT,Germany,DEU,0.930892467
Survival Rate from Age 15-60,HD.HCI.AMRT,Ghana,GHA,0.768254459
Survival Rate from Age 15-60,HD.HCI.AMRT,Gibraltar,GIB,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Greece,GRC,0.933005095
Survival Rate from Age 15-60,HD.HCI.AMRT,Greenland,GRL,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Grenada,GRD,0.85086751
Survival Rate from Age 15-60,HD.HCI.AMRT,Guam,GUM,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Guatemala,GTM,0.846656263
Survival Rate from Age 15-60,HD.HCI.AMRT,Guinea,GIN,0.759966254
Survival Rate from Age 15-60,HD.HCI.AMRT,Guinea-Bissau,GNB,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Guyana,GUY,0.774362803
Survival Rate from Age 15-60,HD.HCI.AMRT,Haiti,HTI,0.775892138
Survival Rate from Age 15-60,HD.HCI.AMRT,Honduras,HND,0.860411644
Survival Rate from Age 15-60,HD.HCI.AMRT,"Hong Kong SAR, China",HKG,0.954613507
Survival Rate from Age 15-60,HD.HCI.AMRT,Hungary,HUN,0.879628778
Survival Rate from Age 15-60,HD.HCI.AMRT,Iceland,ISL,0.954819381
Survival Rate from Age 15-60,HD.HCI.AMRT,India,IND,0.825507641
Survival Rate from Age 15-60,HD.HCI.AMRT,Indonesia,IDN,0.849707961
Survival Rate from Age 15-60,HD.HCI.AMRT,"Iran, Islamic Rep.",IRN,0.934482455
Survival Rate from Age 15-60,HD.HCI.AMRT,Iraq,IRQ,0.844261885
Survival Rate from Age 15-60,HD.HCI.AMRT,Ireland,IRL,0.944304645
Survival Rate from Age 15-60,HD.HCI.AMRT,Isle of Man,IMN,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Israel,ISR,0.950315595
Survival Rate from Age 15-60,HD.HCI.AMRT,Italy,ITA,0.95279336
Survival Rate from Age 15-60,HD.HCI.AMRT,Jamaica,JAM,0.861376643
Survival Rate from Age 15-60,HD.HCI.AMRT,Japan,JPN,0.948549092
Survival Rate from Age 15-60,HD.HCI.AMRT,Jordan,JOR,0.894166231
Survival Rate from Age 15-60,HD.HCI.AMRT,Kazakhstan,KAZ,0.844640255
Survival Rate from Age 15-60,HD.HCI.AMRT,Kenya,KEN,0.773602128
Survival Rate from Age 15-60,HD.HCI.AMRT,Kiribati,KIR,0.808998704
Survival Rate from Age 15-60,HD.HCI.AMRT,"Korea, Dem. People's Rep.",PRK,..
Survival Rate from Age 15-60,HD.HCI.AMRT,"Korea, Rep.",KOR,0.944547057
Survival Rate from Age 15-60,HD.HCI.AMRT,Kosovo,XKX,0.906000018
Survival Rate from Age 15-60,HD.HCI.AMRT,Kuwait,KWT,0.941962719
Survival Rate from Age 15-60,HD.HCI.AMRT,Kyrgyz Republic,KGZ,0.849434614
Survival Rate from Age 15-60,HD.HCI.AMRT,Lao PDR,LAO,0.821788013
Survival Rate from Age 15-60,HD.HCI.AMRT,Latvia,LVA,0.844131172
Survival Rate from Age 15-60,HD.HCI.AMRT,Lebanon,LBN,0.934591949
Survival Rate from Age 15-60,HD.HCI.AMRT,Lesotho,LSO,0.522543788
Survival Rate from Age 15-60,HD.HCI.AMRT,Liberia,LBR,0.775718451
Survival Rate from Age 15-60,HD.HCI.AMRT,Libya,LBY,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Liechtenstein,LIE,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Lithuania,LTU,0.843678296
Survival Rate from Age 15-60,HD.HCI.AMRT,Luxembourg,LUX,0.941968441
Survival Rate from Age 15-60,HD.HCI.AMRT,"Macao SAR, China",MAC,0.960422873
Survival Rate from Age 15-60,HD.HCI.AMRT,Madagascar,MDG,0.796706557
Survival Rate from Age 15-60,HD.HCI.AMRT,Malawi,MWI,0.73767513
Survival Rate from Age 15-60,HD.HCI.AMRT,Malaysia,MYS,0.877020955
Survival Rate from Age 15-60,HD.HCI.AMRT,Maldives,MDV,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Mali,MLI,0.749974489
Survival Rate from Age 15-60,HD.HCI.AMRT,Malta,MLT,0.951060832
Survival Rate from Age 15-60,HD.HCI.AMRT,Marshall Islands,MHL,0.699164331
Survival Rate from Age 15-60,HD.HCI.AMRT,Mauritania,MRT,0.804659128
Survival Rate from Age 15-60,HD.HCI.AMRT,Mauritius,MUS,0.859261036
Survival Rate from Age 15-60,HD.HCI.AMRT,Mexico,MEX,0.861477375
Survival Rate from Age 15-60,HD.HCI.AMRT,"Micronesia, Fed. Sts.",FSM,0.839225113
Survival Rate from Age 15-60,HD.HCI.AMRT,Moldova,MDA,0.835587919
Survival Rate from Age 15-60,HD.HCI.AMRT,Monaco,MCO,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Mongolia,MNG,0.795992613
Survival Rate from Age 15-60,HD.HCI.AMRT,Montenegro,MNE,0.905613959
Survival Rate from Age 15-60,HD.HCI.AMRT,Morocco,MAR,0.934124112
Survival Rate from Age 15-60,HD.HCI.AMRT,Mozambique,MOZ,0.680878818
Survival Rate from Age 15-60,HD.HCI.AMRT,Myanmar,MMR,0.804885268
Survival Rate from Age 15-60,HD.HCI.AMRT,Namibia,NAM,0.708560586
Survival Rate from Age 15-60,HD.HCI.AMRT,Nauru,NRU,0.930999994
Survival Rate from Age 15-60,HD.HCI.AMRT,Nepal,NPL,0.85617137
Survival Rate from Age 15-60,HD.HCI.AMRT,Netherlands,NLD,0.946276546
Survival Rate from Age 15-60,HD.HCI.AMRT,New Caledonia,NCL,..
Survival Rate from Age 15-60,HD.HCI.AMRT,New Zealand,NZL,0.939959705
Survival Rate from Age 15-60,HD.HCI.AMRT,Nicaragua,NIC,0.851386786
Survival Rate from Age 15-60,HD.HCI.AMRT,Niger,NER,0.766625524
Survival Rate from Age 15-60,HD.HCI.AMRT,Nigeria,NGA,0.65854013
Survival Rate from Age 15-60,HD.HCI.AMRT,North Macedonia,MKD,0.908866405
Survival Rate from Age 15-60,HD.HCI.AMRT,Northern Mariana Islands,MNP,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Norway,NOR,0.944601417
Survival Rate from Age 15-60,HD.HCI.AMRT,Oman,OMN,0.911910355
Survival Rate from Age 15-60,HD.HCI.AMRT,Pakistan,PAK,0.845309734
Survival Rate from Age 15-60,HD.HCI.AMRT,Palau,PLW,0.86500001
Survival Rate from Age 15-60,HD.HCI.AMRT,Panama,PAN,0.888129532
Survival Rate from Age 15-60,HD.HCI.AMRT,Papua New Guinea,PNG,0.782354057
Survival Rate from Age 15-60,HD.HCI.AMRT,Paraguay,PRY,0.857928097
Survival Rate from Age 15-60,HD.HCI.AMRT,Peru,PER,0.885788918
Survival Rate from Age 15-60,HD.HCI.AMRT,Philippines,PHL,0.816831172
Survival Rate from Age 15-60,HD.HCI.AMRT,Poland,POL,0.894227266
Survival Rate from Age 15-60,HD.HCI.AMRT,Portugal,PRT,0.932934225
Survival Rate from Age 15-60,HD.HCI.AMRT,Puerto Rico,PRI,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Qatar,QAT,0.961434424
Survival Rate from Age 15-60,HD.HCI.AMRT,Romania,ROU,0.877821922
Survival Rate from Age 15-60,HD.HCI.AMRT,Russian Federation,RUS,0.803582013
Survival Rate from Age 15-60,HD.HCI.AMRT,Rwanda,RWA,0.81438154
Survival Rate from Age 15-60,HD.HCI.AMRT,Samoa,WSM,0.89001441
Survival Rate from Age 15-60,HD.HCI.AMRT,San Marino,SMR,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Sao Tome and Principe,STP,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Saudi Arabia,SAU,0.915835381
Survival Rate from Age 15-60,HD.HCI.AMRT,Senegal,SEN,0.825250804
Survival Rate from Age 15-60,HD.HCI.AMRT,Serbia,SRB,0.892961323
Survival Rate from Age 15-60,HD.HCI.AMRT,Seychelles,SYC,0.848127484
Survival Rate from Age 15-60,HD.HCI.AMRT,Sierra Leone,SLE,0.631157756
Survival Rate from Age 15-60,HD.HCI.AMRT,Singapore,SGP,0.952393055
Survival Rate from Age 15-60,HD.HCI.AMRT,Sint Maarten (Dutch part),SXM,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Slovak Republic,SVK,0.898332775
Survival Rate from Age 15-60,HD.HCI.AMRT,Slovenia,SVN,0.93498975
Survival Rate from Age 15-60,HD.HCI.AMRT,Solomon Islands,SLB,0.856936395
Survival Rate from Age 15-60,HD.HCI.AMRT,Somalia,SOM,..
Survival Rate from Age 15-60,HD.HCI.AMRT,South Africa,ZAF,0.690752625
Survival Rate from Age 15-60,HD.HCI.AMRT,South Sudan,SSD,0.677222729
Survival Rate from Age 15-60,HD.HCI.AMRT,Spain,ESP,0.946016252
Survival Rate from Age 15-60,HD.HCI.AMRT,Sri Lanka,LKA,0.898495495
Survival Rate from Age 15-60,HD.HCI.AMRT,St. Kitts and Nevis,KNA,0.876999974
Survival Rate from Age 15-60,HD.HCI.AMRT,St. Lucia,LCA,0.86544627
Survival Rate from Age 15-60,HD.HCI.AMRT,St. Martin (French part),MAF,..
Survival Rate from Age 15-60,HD.HCI.AMRT,St. Vincent and the Grenadines,VCT,0.833130836
Survival Rate from Age 15-60,HD.HCI.AMRT,Sudan,SDN,0.786300719
Survival Rate from Age 15-60,HD.HCI.AMRT,Suriname,SUR,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Sweden,SWE,0.949876189
Survival Rate from Age 15-60,HD.HCI.AMRT,Switzerland,CHE,0.953842223
Survival Rate from Age 15-60,HD.HCI.AMRT,Syrian Arab Republic,SYR,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Tajikistan,TJK,0.871234179
Survival Rate from Age 15-60,HD.HCI.AMRT,Tanzania,TZA,0.781867921
Survival Rate from Age 15-60,HD.HCI.AMRT,Thailand,THA,0.869196296
Survival Rate from Age 15-60,HD.HCI.AMRT,Timor-Leste,TLS,0.857693791
Survival Rate from Age 15-60,HD.HCI.AMRT,Togo,TGO,0.743062496
Survival Rate from Age 15-60,HD.HCI.AMRT,Tonga,TON,0.833986342
Survival Rate from Age 15-60,HD.HCI.AMRT,Trinidad and Tobago,TTO,0.853208899
Survival Rate from Age 15-60,HD.HCI.AMRT,Tunisia,TUN,0.914562702
Survival Rate from Age 15-60,HD.HCI.AMRT,Turkey,TUR,0.910988688
Survival Rate from Age 15-60,HD.HCI.AMRT,Turkmenistan,TKM,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Turks and Caicos Islands,TCA,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Tuvalu,TUV,0.787
Survival Rate from Age 15-60,HD.HCI.AMRT,Uganda,UGA,0.737031519
Survival Rate from Age 15-60,HD.HCI.AMRT,Ukraine,UKR,0.814607322
Survival Rate from Age 15-60,HD.HCI.AMRT,United Arab Emirates,ARE,0.938642502
Survival Rate from Age 15-60,HD.HCI.AMRT,United Kingdom,GBR,0.933411658
Survival Rate from Age 15-60,HD.HCI.AMRT,United States,USA,0.889483511
Survival Rate from Age 15-60,HD.HCI.AMRT,Uruguay,URY,0.893717527
Survival Rate from Age 15-60,HD.HCI.AMRT,Uzbekistan,UZB,0.866114259
Survival Rate from Age 15-60,HD.HCI.AMRT,Vanuatu,VUT,0.873641133
Survival Rate from Age 15-60,HD.HCI.AMRT,"Venezuela, RB",VEN,..
Survival Rate from Age 15-60,HD.HCI.AMRT,Vietnam,VNM,0.86706692
Survival Rate from Age 15-60,HD.HCI.AMRT,Virgin Islands (U.S.),VIR,..
Survival Rate from Age 15-60,HD.HCI.AMRT,West Bank and Gaza,PSE,0.892101824
Survival Rate from Age 15-60,HD.HCI.AMRT,"Yemen, Rep.",YEM,0.803752124
Survival Rate from Age 15-60,HD.HCI.AMRT,Zambia,ZMB,0.7323879
Survival Rate from Age 15-60,HD.HCI.AMRT,Zimbabwe,ZWE,0.650399327
,,,,
,,,,
,,,,
Data from database: Human Capital Index,,,,
Last Updated: 09/21/2020,,,,
